dw_true,dw_pred,dw_pred_round,hit,conf,a_dist,b_dist
1.0,-1.0,-1.0,False,2.1490178406238556,26.703491636988026,31.382654479780157
1.0,-10.0,-10.0,False,2.2241851091384888,33.136158629169884,36.51854878555742
1.0,15.0,15.0,False,2.290199726819992,13.638707676184573,37.087003947695834
1.0,0.0,0.0,False,1.5241267681121826,15.650955614645751,37.49207400165476
1.0,12.0,12.0,False,2.2893943935632706,19.39138671952705,32.22885088939534
1.0,-23.0,-23.0,False,2.1490178406238556,37.16410668855438,31.382654479780157
1.0,-1.0,-1.0,False,2.2893943935632706,30.383332416522553,32.22885088939534
1.0,-23.0,-23.0,False,3.355122923851013,19.915307013204085,32.059560957084024
1.0,24.0,24.0,False,2.129787266254425,33.08489135385367,8.830998046045409
1.0,1.0,1.0,True,3.5415770411491394,10.370175262412133,34.47166185711687
1.0,-8.0,-8.0,False,1.8244741559028625,19.39138671952705,13.34623534309402
1.0,7.0,7.0,False,2.329986810684204,18.488564849167844,14.444565798583879
1.0,26.0,26.0,False,2.2008970975875854,20.568901294672273,30.046480474793036
1.0,2.0,2.0,False,4.088779151439667,37.481984452237626,30.685096429055143
1.0,14.0,14.0,False,2.9684287905693054,20.568901294672273,11.518278108763493
1.0,-25.0,-25.0,False,2.4820867776870728,18.000652725252944,36.51854878555742
1.0,-3.0,-3.0,False,2.3931586146354675,37.281082204103775,34.47166185711687
1.0,4.0,4.0,False,3.3318657875061035,37.315925032001516,32.059560957084024
1.0,1.0,1.0,True,2.6847365498542786,16.275535005134827,36.51854878555742
1.0,7.0,7.0,False,2.947984755039215,17.411545884390293,15.71141776133806
1.0,-8.0,-8.0,False,2.663750648498535,19.39138671952705,35.66682056738428
1.0,1.0,1.0,True,2.2733450531959534,19.223209217337395,26.26668287299313
1.0,-20.0,-20.0,False,2.5115623474121094,30.383332416522553,29.124162064315023
1.0,-2.0,-2.0,False,2.2241851091384888,33.136158629169884,15.71141776133806
1.0,0.0,0.0,False,2.4820867776870728,18.000652725252944,37.087003947695834
1.0,0.0,0.0,False,2.773695707321167,35.18413256561595,8.604667470426229
1.0,26.0,26.0,False,3.350551962852478,15.658217864180102,33.07873967049647
1.0,-2.0,-2.0,False,2.6847365498542786,34.33061876645534,36.51854878555742
1.0,-23.0,-23.0,False,2.7026670426130295,6.472735223190521,36.3250614047598
1.0,-19.0,-19.0,False,3.312007963657379,27.570104194474663,20.21138944293814
1.0,1.0,1.0,True,3.1688753366470337,16.275535005134827,30.685096429055143
1.0,1.0,1.0,True,3.1144168972969055,16.275535005134827,3.58382311881776
1.0,-2.0,-2.0,False,3.1144168972969055,20.27234735222316,3.58382311881776
1.0,-27.0,-27.0,False,3.254755198955536,10.443183128363644,34.47166185711687
1.0,25.0,25.0,False,1.6923973560333252,37.315925032001516,32.3613722114417
1.0,-4.0,-4.0,False,1.3708991408348083,20.27234735222316,8.015317795724327
1.0,-3.0,-3.0,False,4.088779151439667,17.404452493061996,30.685096429055143
1.0,-23.0,-23.0,False,2.6386064291000366,37.16410668855438,34.47166185711687
1.0,0.0,0.0,False,2.329986810684204,18.488564849167844,35.66682056738428
1.0,1.0,1.0,True,3.890723466873169,33.05439611390804,36.3250614047598
1.0,-2.0,-2.0,False,2.2008970975875854,18.311117803599135,30.046480474793036
1.0,12.0,12.0,False,2.2241851091384888,33.136158629169884,27.861387204743703
1.0,-26.0,-26.0,False,0.7423887252807617,22.267109668154795,7.09105130255306
1.0,22.0,22.0,False,3.106222152709961,4.644787908830454,11.882945564723817
1.0,25.0,25.0,False,5.293821692466736,21.095748445009935,26.751309942097492
1.0,-24.0,-24.0,False,4.048362374305725,17.773257317939706,34.47166185711687
1.0,20.0,20.0,False,3.176128625869751,36.65168748121902,11.518278108763493
1.0,-4.0,-4.0,False,3.2802625000476837,32.309767838154336,20.21138944293814
1.0,-21.0,-21.0,False,2.5115623474121094,28.196491710413028,29.124162064315023
1.0,25.0,25.0,False,2.129787266254425,20.568901294672273,8.830998046045409
1.0,20.0,20.0,False,2.7577787339687347,20.27234735222316,32.50027712190295
1.0,4.0,4.0,False,2.7280919551849365,35.702157252445296,32.059560957084024
1.0,0.0,0.0,False,3.3318657875061035,37.315925032001516,7.09105130255306
1.0,22.0,22.0,False,2.2893943935632706,16.275535005134827,32.22885088939534
1.0,-21.0,-21.0,False,3.3804081082344055,18.311117803599135,20.21138944293814
1.0,-7.0,-7.0,False,2.4820867776870728,18.000652725252944,26.26668287299313
1.0,0.0,0.0,False,2.590770184993744,17.72587149001612,34.47166185711687
1.0,-4.0,-4.0,False,3.9174686074256897,20.27234735222316,7.09105130255306
1.0,-1.0,-1.0,False,2.4820867776870728,18.000652725252944,33.26268382976759
1.0,-17.0,-17.0,False,2.2733450531959534,19.223209217337395,30.685096429055143
1.0,0.0,0.0,False,4.185111403465271,21.095748445009935,34.47166185711687
1.0,-7.0,-7.0,False,1.6082565188407898,32.13793447431541,26.26668287299313
1.0,4.0,4.0,False,3.2195804715156555,15.650955614645751,36.99689558253991
1.0,-25.0,-25.0,False,0.5817304030060768,26.19546307600997,13.34623534309402
1.0,3.0,3.0,False,3.5415770411491394,10.370175262412133,35.66682056738428
1.0,-3.0,-3.0,False,2.2893943935632706,8.617304589313862,32.22885088939534
1.0,-5.0,-5.0,False,2.9156429171562195,17.404452493061996,14.431736972501163
1.0,25.0,25.0,False,2.129787266254425,21.095748445009935,8.830998046045409
1.0,0.0,0.0,False,2.7026670426130295,6.472735223190521,33.07873967049647
1.0,-5.0,-5.0,False,1.3708991408348083,17.404452493061996,8.015317795724327
1.0,-6.0,-6.0,False,3.2195804715156555,32.309767838154336,36.99689558253991
1.0,20.0,20.0,False,3.3280068933963776,10.370175262412133,26.26668287299313
1.0,21.0,21.0,False,3.66666716337204,4.644787908830454,33.07873967049647
1.0,-2.0,-2.0,False,4.088779151439667,34.33061876645534,30.685096429055143
1.0,20.0,20.0,False,4.586180686950684,17.404452493061996,33.07873967049647
1.0,-23.0,-23.0,False,3.312007963657379,27.570104194474663,32.059560957084024
1.0,-1.0,-1.0,False,0.9409428238868713,33.561001991072544,7.09105130255306
1.0,0.0,0.0,False,2.2008970975875854,27.570104194474663,30.046480474793036
1.0,9.0,9.0,False,2.7708306163549423,20.568901294672273,14.444565798583879
1.0,-2.0,-2.0,False,2.3931586146354675,37.281082204103775,26.981642045174315
1.0,-27.0,-27.0,False,0.5817304030060768,26.19546307600997,34.47166185711687
1.0,-4.0,-4.0,False,1.6082565188407898,32.13793447431541,32.22885088939534
1.0,3.0,3.0,False,2.590770184993744,17.72587149001612,32.059560957084024
1.0,-12.0,-12.0,False,1.3708991408348083,32.309767838154336,8.015317795724327
1.0,-23.0,-23.0,False,1.6082565188407898,32.13793447431541,29.124162064315023
1.0,7.0,7.0,False,1.4722346067428589,15.506037612930431,23.75638598870082
1.0,8.0,8.0,False,2.590770184993744,17.72587149001612,9.66342183165891
1.0,22.0,22.0,False,3.323813557624817,17.411545884390293,24.940005604392297
1.0,4.0,4.0,False,1.8244741559028625,15.658217864180102,13.34623534309402
1.0,5.0,5.0,False,2.947984755039215,17.404452493061996,15.71141776133806
1.0,-3.0,-3.0,False,2.290199726819992,13.638707676184573,9.66342183165891
1.0,-3.0,-3.0,False,2.773695707321167,20.27234735222316,8.604667470426229
1.0,4.0,4.0,False,2.5115623474121094,29.711009207796224,29.124162064315023
1.0,23.0,23.0,False,2.129787266254425,14.194713892725625,8.830998046045409
1.0,-68.0,-68.0,False,1.2780179679393768,19.431711395959926,18.011527847009702
1.0,-7.0,-7.0,False,2.351190000772476,27.17113175782298,32.92694107856823
1.0,14.0,14.0,False,1.775077998638153,25.696585132216992,35.179675897490036
1.0,31.0,31.0,False,3.6644838452339172,32.47479122820109,17.663615137143776
1.0,13.0,13.0,False,3.192965030670166,31.594348452792854,25.13876436412265
1.0,68.0,68.0,False,2.8935325741767883,9.334187797761093,23.320997903486386
1.0,-11.0,-11.0,False,2.3728370368480682,33.11694312809771,26.288579075351816
1.0,-63.0,-63.0,False,2.231132209300995,34.121244188925836,20.08673917876098
1.0,3.0,3.0,False,2.9810019731521606,32.7866648810165,18.482942088704238
1.0,-50.0,-50.0,False,1.6586309969425201,27.493930493642733,26.8728910106589
1.0,-11.0,-11.0,False,2.18243670463562,24.213079367004546,29.036874478812127
1.0,-29.0,-29.0,False,2.5459179282188416,5.638406333048595,7.476600320016837
1.0,-65.0,-65.0,False,2.3816164135932922,33.729833441197826,20.08673917876098
1.0,-57.0,-57.0,False,2.18243670463562,24.213079367004546,25.193728015372418
1.0,21.0,21.0,False,3.6644838452339172,32.47479122820109,27.329281467856347
1.0,61.0,61.0,False,1.6694261133670807,28.990741452107294,36.83777837269494
1.0,1.0,1.0,True,1.6531291604042053,36.79745061792678,22.8042998534159
1.0,30.0,30.0,False,2.3302997946739197,35.46648603431576,25.91297705616493
1.0,-31.0,-31.0,False,3.635753959417343,36.845023588601876,35.80014256283809
1.0,-44.0,-44.0,False,2.095856726169586,24.213079367004546,23.780353022939543
1.0,2.0,2.0,False,2.868311434984207,23.2646894913757,26.519827352914067
1.0,-59.0,-59.0,False,3.1307921707630157,7.246785733889225,26.288579075351816
1.0,-49.0,-49.0,False,1.4113804697990417,33.91844718689688,9.572505528390383
1.0,18.0,18.0,False,1.3142233490943909,18.346502302305897,10.960752217799318
1.0,-2.0,-2.0,False,1.4260072708129883,8.407630154784469,29.659680954907856
1.0,-23.0,-23.0,False,2.158135712146759,8.379169394177929,33.5423293922932
1.0,5.0,5.0,False,2.33271324634552,29.45287250440925,26.288579075351816
1.0,4.0,4.0,False,2.5903103351593018,17.320817209615107,31.09525805319479
1.0,-20.0,-20.0,False,2.4322436451911926,30.4703601587767,19.715287450155234
1.0,-5.0,-5.0,False,1.5974728465080261,19.288430631167973,30.839943261496355
1.0,-52.0,-52.0,False,1.2780179679393768,19.431711395959926,23.780353022939543
1.0,2.0,2.0,False,1.2901343703269958,21.074329393607258,9.841094176469857
1.0,-12.0,-12.0,False,2.909634053707123,8.379169394177929,13.19018646646364
1.0,64.0,64.0,False,2.8935325741767883,35.493077489705605,23.320997903486386
1.0,-35.0,-35.0,False,1.2780179679393768,19.431711395959926,27.329281467856347
1.0,4.0,4.0,False,2.909634053707123,32.47479122820109,13.19018646646364
1.0,-7.0,-7.0,False,1.3740882873535156,34.28612958594113,36.89451725294616
1.0,-59.0,-59.0,False,5.34267657995224,27.17113175782298,25.193728015372418
1.0,4.0,4.0,False,1.775077998638153,25.696585132216992,37.31511068236461
1.0,-18.0,-18.0,False,2.4322436451911926,30.4703601587767,7.476600320016837
1.0,-6.0,-6.0,False,1.4113804697990417,12.186175660781055,9.572505528390383
1.0,-27.0,-27.0,False,3.0473307371139526,28.00377936061101,28.386362229209823
1.0,4.0,4.0,False,1.883922040462494,29.319182083696433,25.183477208273317
1.0,6.0,6.0,False,3.0389448404312134,32.131573208673096,21.292215936173864
1.0,-9.0,-9.0,False,2.6945324540138245,34.51446301916373,29.91114562970072
1.0,33.0,33.0,False,2.33271324634552,29.45287250440925,28.386362229209823
1.0,-2.0,-2.0,False,3.2080602645874023,33.12101204816277,12.406733851762487
1.0,-18.0,-18.0,False,2.5459179282188416,5.638406333048595,29.91114562970072
1.0,-23.0,-23.0,False,2.0128690600395203,34.51446301916373,30.701121273128905
